,ID,N_VICTIMAS,FECHA_x,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,FECHA_FALLECIMIENTO,Dia_de_la_semana
129,20160160,1,2016-12-06,2016,12,6,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,9,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,MASCULINO,29,2016-12-06,Tuesday
130,20160161,1,2016-12-06,2016,12,6,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,14,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,2016-12-06,Tuesday
131,20160162,1,2016-12-07,2016,12,7,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,15,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38,2017-01-01,Wednesday
132,20160163,1,2016-12-10,2016,12,10,7,AV GRAL PAZ Y AV GENERAL MOSCONI,AVENIDA,11,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,,Saturday
133,20160164,1,2016-12-11,2016,12,11,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,29,,Sunday
134,20160165,1,2016-12-12,2016,12,12,8,AV MARTIN GARCIA 300,AVENIDA,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,37,,Monday
135,20160168,1,2016-12-13,2016,12,13,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2016-12-13,Tuesday
136,20160169,1,2016-12-15,2016,12,15,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,12,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,2016-12-16,Thursday
137,20160170,1,2016-12-19,2016,12,19,17,AV GRAL PAZ 4500,AVENIDA,12,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2016-12-19,Monday
138,20160171,1,2016-12-25,2016,12,25,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,1,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,SD,SD,,Sunday
139,20160172,1,2016-12-26,2016,12,26,8,AV GARAY Y CASTRO,AVENIDA,5,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,38,2016-12-26,Monday
140,20160173,1,2016-12-26,2016,12,26,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,7,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,,Monday
141,20160174,1,2016-12-27,2016,12,27,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,0,SD-SD,SD,SD,SD,SD,SD,,Tuesday
142,20160175,1,2016-12-27,2016,12,27,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,SD,,Tuesday
143,20160176,1,2016-12-28,2016,12,28,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,,Wednesday
144,20160177,1,2016-12-29,2016,12,29,4,ARENALES 3319,CALLE,14,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,27,,Thursday
145,20160178,1,2016-12-30,2016,12,30,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,7,,Friday
146,20170001,1,2017-01-02,2017,1,2,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,18,2017-01-02,Monday
147,20170003,1,2017-01-05,2017,1,5,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,33,2017-01-05,Thursday
148,20170007,1,2017-01-11,2017,1,11,17,LIMA Y MEXICO,CALLE,1,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,48,2017-01-11,Wednesday
149,20170008,1,2017-01-16,2017,1,16,0,JOSE A CABRERA Y BONPLAND,CALLE,14,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,2017-01-16,Monday
150,20170009,1,2017-01-16,2017,1,16,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,36,2017-01-16,Monday
151,20170010,1,2017-01-16,2017,1,16,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,6,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2017-01-16,Monday
152,20170011,1,2017-01-22,2017,1,22,2,AV. GRAL. PAZ Y AV. R. BALBIN,AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,29,2017-01-22,Sunday
153,20170012,1,2017-01-24,2017,1,24,14,TRAFUL Y DIOGENES TABORDA,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,30,2017-01-24,Tuesday
154,20170013,1,2017-01-27,2017,1,27,7,IRIARTE 3055,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,4,2017-01-27,Friday
155,20170014,1,2017-01-28,2017,1,28,8,AV. DONADO Y ARIAS,AVENIDA,12,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2017-01-28,Saturday
156,20170015,1,2017-02-02,2017,2,2,15,CORDOBA AV. Y CALLAO,AVENIDA,2,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,82,2017-02-21,Thursday
157,20170016,1,2017-02-03,2017,2,3,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,2017-02-04,Friday
158,20170017,1,2017-02-06,2017,2,6,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,2017-02-06,Monday
159,20170018,1,2017-02-09,2017,2,9,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,AVENIDA,9,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,2017-02-09,Thursday
160,20170021,1,2017-02-18,2017,2,18,5,SARMIENTO Y LIBERTAD,CALLE,1,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,43,2017-02-18,Saturday
161,20170024,1,2017-02-23,2017,2,23,20,AV. RIVADAVIA 7121,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39,2017-02-23,Thursday
162,20170025,1,2017-02-24,2017,2,24,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,23,2017-02-24,Friday
163,20170026,2,2017-02-26,2017,2,26,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2017-02-26,Sunday
164,20170026,2,2017-02-26,2017,2,26,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,19,2017-02-26,Sunday
165,20170027,1,2017-02-26,2017,2,26,21,AV. CASEROS 1429,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,SD,2017-02-26,Sunday
166,20170028,1,2017-02-28,2017,2,28,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,87,2017-02-28,Tuesday
167,20170029,1,2017-03-07,2017,3,7,2,MOZART Y TANDIL,CALLE,9,SD-AUTO,SD,AUTO,SD,MASCULINO,34,2017-03-07,Tuesday
168,20170030,1,2017-03-07,2017,3,7,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,27,2017-03-07,Tuesday
169,20170031,1,2017-03-11,2017,3,11,1,24 DE NOVIEMBRE Y PAVON ,CALLE,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,70,2017-03-11,Saturday
170,20170032,1,2017-03-12,2017,3,12,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AVENIDA,8,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,40,2017-03-12,Sunday
171,20170033,1,2017-03-12,2017,3,12,7,AV. GRAL. PAZ KM. 10,AVENIDA,11,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,28,2017-03-12,Sunday
172,20170034,1,2017-03-13,2017,3,13,7,GODOY CRUZ 2651,CALLE,14,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,43,2017-03-13,Monday
173,20170035,3,2017-03-23,2017,3,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,2017-03-23,Thursday
174,20170035,3,2017-03-23,2017,3,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2017-03-23,Thursday
175,20170035,3,2017-03-23,2017,3,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-03-23,Thursday
176,20170036,2,2017-03-29,2017,3,29,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,12,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,SD,2017-03-29,Wednesday
177,20170036,2,2017-03-29,2017,3,29,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,12,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,2017-03-29,Wednesday
178,20170037,1,2017-03-31,2017,3,31,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,2017-03-31,Friday
179,20170038,1,2017-04-01,2017,4,1,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,40,2017-04-01,Saturday
180,20170040,1,2017-04-03,2017,4,3,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,43,2017-04-03,Monday
181,20170041,1,2017-04-03,2017,4,3,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,17,,Monday
182,20170042,1,2017-04-10,2017,4,10,9,AV. LEOPOLDO LUGONES PKM 6900,AVENIDA,14,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2017-04-10,Monday
183,20170045,1,2017-04-14,2017,4,14,6,NOGOYA 5940,CALLE,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,2017-04-14,Friday
184,20170047,1,2017-04-23,2017,4,23,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,2017-04-23,Sunday
185,20170049,1,2017-04-27,2017,4,27,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,22,2017-04-27,Thursday
186,20170050,2,2017-04-28,2017,4,28,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,46,2017-04-28,Friday
187,20170050,2,2017-04-28,2017,4,28,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,16,2017-04-28,Friday
188,20170051,1,2017-05-01,2017,5,1,3,AU DELLEPIANE 2400,AUTOPISTA,7,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,33,2017-05-01,Monday
189,20170052,1,2017-05-05,2017,5,5,3,AV. GRAL. PAZ Y GOLETA JULIA,AVENIDA,8,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,47,2017-05-05,Friday
190,20170053,1,2017-05-05,2017,5,5,20,VIEYTES Y VILLARINO,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,2017-05-05,Friday
191,20170054,1,2017-05-07,2017,5,7,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,20,2017-05-07,Sunday
192,20170055,1,2017-05-09,2017,5,9,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,32,2017-05-09,Tuesday
193,20170058,1,2017-05-09,2017,5,9,23,AV. CORDOBA Y LIBERTAD,AVENIDA,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,80,2017-05-09,Tuesday
194,20170059,1,2017-05-11,2017,5,11,9,BRASIL Y LIMA,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,2017-05-11,Thursday
195,20170060,1,2017-05-13,2017,5,13,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-05-13,Saturday
196,20170061,1,2017-05-15,2017,5,15,13,PARAGUAY Y AV. CALLAO ,AVENIDA,2,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,47,2017-05-16,Monday
197,20170062,1,2017-05-15,2017,5,15,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2017-05-15,Monday
198,20170063,1,2017-05-17,2017,5,17,10,CHILE Y AV. 9 DE JULIO,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,79,2017-05-17,Wednesday
199,20170064,1,2017-05-20,2017,5,20,5,MAIPU Y PERON,CALLE,1,CARGAS-AUTO,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,61,2017-05-20,Saturday
200,20170065,1,2017-05-22,2017,5,22,16,AV. SUAREZ Y HERRERA,AVENIDA,4,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,21,2017-05-22,Monday
201,20170066,1,2017-05-22,2017,5,22,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,10,2017-05-22,Monday
202,20170067,1,2017-05-23,2017,5,23,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,2017-05-23,Tuesday
203,20170068,1,2017-05-27,2017,5,27,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,2017-05-27,Saturday
204,20170069,1,2017-05-24,2017,5,24,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,AVENIDA,9,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,39,2017-05-29,Wednesday
205,20170070,1,2017-05-30,2017,5,30,13,NUEVA YORK  3696,CALLE,11,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,2017-05-31,Tuesday
206,20170072,1,2017-06-03,2017,6,3,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,25,2017-06-03,Saturday
207,20170073,1,2017-06-04,2017,6,4,9,AV. CORRIENTES Y ECUADOR,AVENIDA,3,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,19,2017-06-04,Sunday
208,20170074,1,2017-06-04,2017,6,4,12,CASCO 133,CALLE,9,SD-SD,SD,SD,SD,MASCULINO,70,2017-06-04,Sunday
209,20170075,1,2017-06-12,2017,6,12,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,55,2017-06-12,Monday
210,20170076,1,2017-06-13,2017,6,13,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,30,2017-06-13,Tuesday
211,20170077,1,2017-06-17,2017,6,17,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,60,2017-06-18,Saturday
212,20170079,1,2017-06-19,2017,6,19,16,MEXICO Y DEAN FUNES,CALLE,3,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,2017-06-19,Monday
213,20170080,1,2017-06-22,2017,6,22,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,95,2017-06-22,Thursday
214,20170082,1,2017-06-25,2017,6,25,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36,2017-06-25,Sunday
215,20170083,1,2017-07-04,2017,7,4,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,37,2017-07-04,Tuesday
216,20170084,1,2017-07-05,2017,7,5,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,2017-07-05,Wednesday
217,20170085,1,2017-07-07,2017,7,7,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,2017-07-07,Friday
218,20170086,1,2017-07-09,2017,7,9,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,2017-07-09,Sunday
219,20170087,1,2017-07-10,2017,7,10,10,24 DE NOVIEMBRE 390,CALLE,3,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,73,2017-07-10,Monday
220,20170088,1,2017-07-10,2017,7,10,22,AV. PASEO COLON Y BRASIL,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,43,2017-07-10,Monday
221,20170089,1,2017-07-13,2017,7,13,12,MARTINIANO LEGUIZAMON 901,CALLE,9,SD-AUTO,SD,AUTO,SD,MASCULINO,23,,Thursday
222,20170090,1,2017-07-15,2017,7,15,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,11,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,22,2017-07-15,Saturday
223,20170091,1,2017-07-15,2017,7,15,13,SUPERI Y AV. GRAL. PAZ,AVENIDA,12,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,58,2017-07-15,Saturday
224,20170092,1,2017-07-24,2017,7,24,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,66,2017-07-24,Monday
225,20170093,1,2017-07-25,2017,7,25,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,SD,2017-07-25,Tuesday
226,20170094,1,2017-07-27,2017,7,27,8,VICTOR HUGO 2639,CALLE,10,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,56,2017-07-27,Thursday
227,20170095,1,2017-08-06,2017,8,6,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,36,2017-08-06,Sunday
228,20170096,1,2017-08-07,2017,8,7,19,AV. CABILDO Y NUÑEZ,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,87,2017-08-07,Monday
229,20170098,1,2017-08-08,2017,8,8,12,JOSE BONIFACIO 2114,CALLE,7,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,61,2017-08-08,Tuesday
230,20170099,1,2017-08-17,2017,8,17,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,28,2017-08-17,Thursday
231,20170100,1,2017-08-21,2017,8,21,7,VENEZUELA 2135,CALLE,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,16,2017-08-21,Monday
232,20170101,1,2017-08-23,2017,8,23,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,61,2017-08-23,Wednesday
233,20170102,1,2017-08-24,2017,8,24,1,IRIARTE Y ZAVALETA,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,46,2017-08-24,Thursday
234,20170104,1,2017-08-25,2017,8,25,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,18,2017-08-25,Friday
235,20170106,1,2017-08-31,2017,8,31,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,85,2017-08-31,Thursday
236,20170107,1,2017-09-01,2017,9,1,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,2017-09-01,Friday
237,20170108,2,2017-09-02,2017,9,2,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,12,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,17,2017-09-02,Saturday
238,20170108,2,2017-09-02,2017,9,2,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,12,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,10,2017-09-02,Saturday
239,20170109,1,2017-09-04,2017,9,4,21,AV. DIRECTORIO Y PORTELA,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2017-09-05,Monday
240,20170110,1,2017-09-06,2017,9,6,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,56,2017-09-07,Wednesday
241,20170111,1,2017-09-07,2017,9,7,18,USPALLATA Y PIROVANO,CALLE,4,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,79,2017-09-07,Thursday
242,20170112,2,2017-09-10,2017,9,10,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,1,,Sunday
243,20170112,2,2017-09-10,2017,9,10,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2017-09-13,Sunday
244,20170113,1,2017-09-11,2017,9,11,6,AV. SANTA FE Y MAIPU,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76,2017-09-11,Monday
245,20170114,1,2017-09-15,2017,9,15,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,2017-09-15,Friday
246,20170115,1,2017-09-19,2017,9,19,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,34,,Tuesday
247,20170116,1,2017-09-20,2017,9,20,22,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,2017-09-20,Wednesday
248,20170118,1,2017-09-22,2017,9,22,7,VIEYTES Y CRUZ,AVENIDA,4,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2017-09-29,Friday
249,20170120,1,2017-10-02,2017,10,2,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,2017-10-02,Monday
250,20170123,1,2017-10-10,2017,10,10,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,36,2017-10-10,Tuesday
251,20170124,1,2017-10-12,2017,10,12,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,51,2017-10-12,Thursday
252,20170125,1,2017-10-13,2017,10,13,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,2017-10-13,Friday
253,20170126,2,2017-10-14,2017,10,14,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,39,,Saturday
254,20170126,2,2017-10-14,2017,10,14,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,2017-10-14,Saturday
255,20170127,1,2017-10-16,2017,10,16,7,GALLO Y AV. CORDOBA,AVENIDA,2,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24,2017-10-16,Monday
